SampleID,Plate,Description,Run,Row,Column,Well,isotope,treatment,ecosystem,sampleID,Density.g.ml,avg_16S_copies,dna_ng_ul,uL_added,dry_soil_wt_g,timepoint,avg_16S_g_soil
DIM.59.8,1,59.8,3,G,8,G8,16O,C_N,PJ,W1_PJ_11,1.713312,2207.571572,15.8,70,0.249524440593302,7,348.63484909682
DIM.59.9,1,59.9,3,H,8,H8,16O,C_N,PJ,W1_PJ_11,1.7091008,2352.564429,15.8,70,0.249524440593302,7,371.533115889827
DIM.69.10,1,69.1,3,C,11,C11,18O,C,PJ,W1_PJ_24,1.7017312,22096.28392,15.5,70,0.249524440593302,7,3557.13734472824
DIM.69.11,1,69.11,3,D,11,D11,18O,C,PJ,W1_PJ_24,1.6964672,64385.42839,15.5,70,0.249524440593302,7,10364.9922589515
DIM.69.12,1,69.12,3,E,11,E11,18O,C,PJ,W1_PJ_24,1.692256,207983.079,15.5,70,0.249524440593302,7,33481.8460905468
DIM.69.13,1,69.13,3,F,11,F11,18O,C,PJ,W1_PJ_24,1.686992,447123.3052,15.5,70,0.249524440593302,7,71979.4791008118
DIM.69.14,1,69.14,3,G,11,G11,18O,C,PJ,W1_PJ_24,1.6827808,488423.6759,15.5,70,0.249524440593302,7,78628.157742885
DIM.69.15,1,69.15,3,H,11,H11,18O,C,PJ,W1_PJ_24,1.6775168,149797.4361,15.5,70,0.249524440593302,7,24114.9170613957
DIM.69.16,1,69.16,3,A,12,A12,18O,C,PJ,W1_PJ_24,1.6733056,39904.73202,15.5,70,0.249524440593302,7,6424.00382859105
DIM.69.17,1,69.17,3,B,12,B12,18O,C,PJ,W1_PJ_24,1.6701472,10178.17778,15.5,70,0.249524440593302,7,1638.51878504108
DIM.69.18,1,69.18,3,C,12,C12,18O,C,PJ,W1_PJ_24,1.6644,8705.387951,15.5,70,0.249524440593302,7,1401.42390878771
DIM.69.3,1,69.3,3,D,10,D10,18O,C,PJ,W1_PJ_24,1.7333152,2192.962286,15.5,70,0.249524440593302,7,353.030766229909
DIM.69.4,1,69.4,3,E,10,E10,18O,C,PJ,W1_PJ_24,1.7301568,1482.521932,15.5,70,0.249524440593302,7,238.661584354582
DIM.69.5,1,69.5,3,F,10,F10,18O,C,PJ,W1_PJ_24,1.7259456,1679.23612,15.5,70,0.249524440593302,7,270.329324817463
DIM.69.6,1,69.6,3,G,10,G10,18O,C,PJ,W1_PJ_24,1.7206816,2196.799489,15.5,70,0.249524440593302,7,353.648492637662
DIM.69.7,1,69.7,3,H,10,H10,18O,C,PJ,W1_PJ_24,1.7164704,2360.226902,15.5,70,0.249524440593302,7,379.95761122246
DIM.69.8,1,69.8,3,A,11,A11,18O,C,PJ,W1_PJ_24,1.7112064,5029.050024,15.5,70,0.249524440593302,7,809.594125131827
DIM.69.9,1,69.9,3,B,11,B11,18O,C,PJ,W1_PJ_24,1.7059424,12154.23123,15.5,70,0.249524440593302,7,1956.63080548864
DIM.84.10,2,84.1,3,C,3,C3,16O,C_N,PP,W1_PP_12,1.7069952,1638.864599,14.2,70,0.251190044984518,7,289.905966441087
DIM.84.11,2,84.11,3,D,3,D3,16O,C_N,PP,W1_PP_12,1.702784,6945.086086,14.2,70,0.251190044984518,7,1228.54682138288
DIM.84.12,2,84.12,3,E,3,E3,16O,C_N,PP,W1_PP_12,1.69752,38745.97815,14.2,70,0.251190044984518,7,6853.94647497722
DIM.84.13,2,84.13,3,F,3,F3,16O,C_N,PP,W1_PP_12,1.6933088,183627.0923,14.2,70,0.251190044984518,7,32482.6039262065
DIM.84.14,2,84.14,3,G,3,G3,16O,C_N,PP,W1_PP_12,1.6890976,565281.5563,14.2,70,0.251190044984518,7,99995.1405323348
DIM.84.15,2,84.15,3,H,3,H3,16O,C_N,PP,W1_PP_12,1.6838336,895433.3721,14.2,70,0.251190044984518,7,158397.147196083
DIM.84.16,2,84.16,3,A,4,A4,16O,C_N,PP,W1_PP_12,1.6785696,471185.8748,14.2,70,0.251190044984518,7,83350.1416106208
DIM.84.17,2,84.17,3,B,4,B4,16O,C_N,PP,W1_PP_12,1.6743584,123683.1263,14.2,70,0.251190044984518,7,21878.8521543119
DIM.84.18,2,84.18,3,C,4,C4,16O,C_N,PP,W1_PP_12,1.6653,30900.02032,14.2,70,0.251190044984518,7,5466.04048887558
DIM.84.19,2,84.19,3,D,4,D4,16O,C_N,PP,W1_PP_12,1.6607,15759.89865,14.2,70,0.251190044984518,7,2787.83778228517
DIM.84.4,2,84.4,3,E,2,E2,16O,C_N,PP,W1_PP_12,1.734368,454.8348687,14.2,70,0.251190044984518,7,80.4577402318876
DIM.84.5,2,84.5,3,F,2,F2,16O,C_N,PP,W1_PP_12,1.7312096,537.201539,14.2,70,0.251190044984518,7,95.0279427796918
DIM.84.6,2,84.6,3,G,2,G2,16O,C_N,PP,W1_PP_12,1.7259456,684.9485523,14.2,70,0.251190044984518,7,121.163561735435
DIM.84.7,2,84.7,3,H,2,H2,16O,C_N,PP,W1_PP_12,1.7217344,457.4011403,14.2,70,0.251190044984518,7,80.9116993013569
DIM.84.8,2,84.8,3,A,3,A3,16O,C_N,PP,W1_PP_12,1.7164704,742.2714205,14.2,70,0.251190044984518,7,131.303655990223
DIM.84.9,2,84.9,3,B,3,B3,16O,C_N,PP,W1_PP_12,1.7122592,884.4349396,14.2,70,0.251190044984518,7,156.451586101411
DIM.88.10,2,88.1,3,C,5,C5,18O,control,PP,W1_PP_19,1.7017312,75793.97101,15,70,0.25034994449962,7,12650.0109571729
DIM.88.11,2,88.11,3,D,5,D5,18O,control,PP,W1_PP_19,1.69752,129139.6949,15,70,0.25034994449962,7,21553.4103006086
DIM.88.12,2,88.12,3,E,5,E5,18O,control,PP,W1_PP_19,1.6933088,245745.4569,15,70,0.25034994449962,7,41014.9076639658
DIM.88.13,2,88.13,3,F,5,F5,18O,control,PP,W1_PP_19,1.6890976,693842.7802,15,70,0.25034994449962,7,115802.334343021
DIM.88.14,2,88.14,3,G,5,G5,18O,control,PP,W1_PP_19,1.6827808,984908.3269,15,70,0.25034994449962,7,164381.163317752
DIM.88.15,2,88.15,3,H,5,H5,18O,control,PP,W1_PP_19,1.6796224,551130.918,15,70,0.25034994449962,7,91983.7298222164
DIM.88.16,2,88.16,3,A,6,A6,18O,control,PP,W1_PP_19,1.6743584,120172.6329,15,70,0.25034994449962,7,20056.8079845921
DIM.88.17,2,88.17,3,B,6,B6,18O,control,PP,W1_PP_19,1.6690944,51791.948,15,70,0.25034994449962,7,8644.0742048848
DIM.88.4,2,88.4,3,E,4,E4,18O,control,PP,W1_PP_19,1.7301568,968.1220366,15,70,0.25034994449962,7,161.579532087779
DIM.88.5,2,88.5,3,F,4,F4,18O,control,PP,W1_PP_19,1.7259456,2053.739307,15,70,0.25034994449962,7,342.769014349425
DIM.88.6,2,88.6,3,G,4,G4,18O,control,PP,W1_PP_19,1.7206816,4292.353329,15,70,0.25034994449962,7,716.393611791939
DIM.88.7,2,88.7,3,H,4,H4,18O,control,PP,W1_PP_19,1.7164704,5862.170379,15,70,0.25034994449962,7,978.396019353311
DIM.88.8,2,88.8,3,A,5,A5,18O,control,PP,W1_PP_19,1.7122592,11355.19711,15,70,0.25034994449962,7,1895.18197751383
DIM.88.9,2,88.9,3,B,5,B5,18O,control,PP,W1_PP_19,1.7069952,32485.94147,15,70,0.25034994449962,7,5421.90242935494
DIM.93.10,2,93.1,3,C,7,C7,18O,C,PP,W1_PP_24,1.7048896,82013.98513,14.4,70,0.25034994449962,7,14258.4698788112
DIM.93.11,2,93.11,3,D,7,D7,18O,C,PP,W1_PP_24,1.7006784,102925.2647,14.4,70,0.25034994449962,7,17893.9821564262
DIM.93.12,2,93.12,3,E,7,E7,18O,C,PP,W1_PP_24,1.6964672,256944.7716,14.4,70,0.25034994449962,7,44670.9092427275
DIM.93.13,2,93.13,3,F,7,F7,18O,C,PP,W1_PP_24,1.692256,377256.1016,14.4,70,0.25034994449962,7,65587.5306234049
DIM.93.14,2,93.14,3,G,7,G7,18O,C,PP,W1_PP_24,1.6880448,590504.8713,14.4,70,0.25034994449962,7,102661.709553271
DIM.93.15,2,93.15,3,H,7,H7,18O,C,PP,W1_PP_24,1.6838336,736916.6534,14.4,70,0.25034994449962,7,128116.002277455
DIM.93.16,2,93.16,3,A,8,A8,18O,C,PP,W1_PP_24,1.6796224,483366.0073,14.4,70,0.25034994449962,7,84035.1757642763
DIM.93.17,2,93.17,3,B,8,B8,18O,C,PP,W1_PP_24,1.6754112,109005.2123,14.4,70,0.25034994449962,7,18951.0061454683
DIM.93.18,2,93.18,3,C,8,C8,18O,C,PP,W1_PP_24,1.6613,25297.29266,14.4,70,0.25034994449962,7,4398.03875932059
DIM.93.3,2,93.3,3,D,6,D6,18O,C,PP,W1_PP_24,1.7364736,552.3513939,14.4,70,0.25034994449962,7,96.0285700049672
DIM.93.4,2,93.4,3,E,6,E6,18O,C,PP,W1_PP_24,1.7354208,787.1977425,14.4,70,0.25034994449962,7,136.857577184098
DIM.93.5,2,93.5,3,F,6,F6,18O,C,PP,W1_PP_24,1.729104,980.9105889,14.4,70,0.25034994449962,7,170.535355201531
DIM.93.6,2,93.6,3,G,6,G6,18O,C,PP,W1_PP_24,1.7248928,2432.838768,14.4,70,0.25034994449962,7,422.959062878697
DIM.93.7,2,93.7,3,H,6,H6,18O,C,PP,W1_PP_24,1.7196288,13134.39898,14.4,70,0.25034994449962,7,2283.46948311032
DIM.93.8,2,93.8,3,A,7,A7,18O,C,PP,W1_PP_24,1.7154176,18964.72251,14.4,70,0.25034994449962,7,3297.09529710361
DIM.93.9,2,93.9,3,B,7,B7,18O,C,PP,W1_PP_24,1.7101536,43425.60433,14.4,70,0.25034994449962,7,7549.72057908192
DIM.18.10,2,18.1,4,D,4,D4,18O,control,GL,W1_GL_21,1.7017312,54178.6685,16.5,60,0.250651045647591,7,8230.26661292073
DIM.18.11,2,18.11,4,E,4,E4,18O,control,GL,W1_GL_21,1.69752,99989.81788,16.5,60,0.250651045647591,7,15189.425700445
DIM.18.12,2,18.12,4,F,4,F4,18O,control,GL,W1_GL_21,1.6943616,329295.3243,16.5,60,0.250651045647591,7,50023.1620379743
DIM.18.13,2,18.13,4,G,4,G4,18O,control,GL,W1_GL_21,1.6890976,720285.7666,16.5,60,0.250651045647591,7,109418.412462646
DIM.18.14,2,18.14,4,H,4,H4,18O,control,GL,W1_GL_21,1.6838336,633511.371,16.5,60,0.250651045647591,7,96236.5379216903
DIM.18.15,2,18.15,4,A,5,A5,18O,control,GL,W1_GL_21,1.6796224,306233.4481,16.5,60,0.250651045647591,7,46519.8387748681
DIM.18.16,2,18.16,4,B,5,B5,18O,control,GL,W1_GL_21,1.6754112,117964.7659,16.5,60,0.250651045647591,7,17919.9951044899
DIM.18.17,2,18.17,4,C,5,C5,18O,control,GL,W1_GL_21,1.6701472,43822.14555,16.5,60,0.250651045647591,7,6657.01006341117
DIM.18.19,2,18.19,4,E,5,E5,18O,control,GL,W1_GL_21,1.6599,10124.25461,16.5,60,0.250651045647591,7,1537.97272993875
DIM.18.3,2,18.3,4,E,3,E3,18O,control,GL,W1_GL_21,1.7354208,1486.665468,16.5,60,0.250651045647591,7,225.8389418681
DIM.18.4,2,18.4,4,F,3,F3,18O,control,GL,W1_GL_21,1.7301568,1572.182436,16.5,60,0.250651045647591,7,238.829800928592
DIM.18.5,2,18.5,4,G,3,G3,18O,control,GL,W1_GL_21,1.72384,2877.905626,16.5,60,0.250651045647591,7,437.1818511709
DIM.18.6,2,18.6,4,H,3,H3,18O,control,GL,W1_GL_21,1.7196288,2772.546506,16.5,60,0.250651045647591,7,421.176776263924
DIM.18.7,2,18.7,4,A,4,A4,18O,control,GL,W1_GL_21,1.7154176,3936.007158,16.5,60,0.250651045647591,7,597.91776353279
DIM.18.8,2,18.8,4,B,4,B4,18O,control,GL,W1_GL_21,1.7101536,7997.679975,16.5,60,0.250651045647591,7,1214.92536272033
DIM.18.9,2,18.9,4,C,4,C4,18O,control,GL,W1_GL_21,1.7069952,22017.61962,16.5,60,0.250651045647591,7,3344.69053359025
DIM.19.4,2,19.4,4,F,12,F12,18O,C,GL,W1_GL_22,1.734368,1253.158783,20,50,0.249809934756156,7,156.525756910167
DIM.19.5,2,19.5,4,G,12,G12,18O,C,GL,W1_GL_22,1.7269984,1427.934943,20,50,0.249809934756156,7,178.356167473433
DIM.19.6,2,19.6,4,H,12,H12,18O,C,GL,W1_GL_22,1.7217344,2311.162211,20,50,0.249809934756156,7,288.675640570402
DIM.26.10,2,26.1,4,G,6,G6,16O,control,MC,W1_MC_2,1.7038368,5557.864333,43.8,25,0.22928851286128,7,290.948504017881
DIM.26.11,2,26.11,4,H,6,H6,16O,control,MC,W1_MC_2,1.6985728,26910.4656,43.8,25,0.22928851286128,7,1408.73530544033
DIM.26.12,2,26.12,4,A,7,A7,16O,control,MC,W1_MC_2,1.6943616,190263.3248,43.8,25,0.22928851286128,7,9960.09013594399
DIM.26.13,2,26.13,4,B,7,B7,16O,control,MC,W1_MC_2,1.6901504,863787.2087,43.8,25,0.22928851286128,7,45218.3754592281
DIM.26.14,2,26.14,4,C,7,C7,16O,control,MC,W1_MC_2,1.6859392,1752873.54,43.8,25,0.22928851286128,7,91761.1340686044
DIM.26.15,2,26.15,4,D,7,D7,16O,control,MC,W1_MC_2,1.681728,895474.2703,43.8,25,0.22928851286128,7,46877.1606718326
DIM.26.16,2,26.16,4,E,7,E7,16O,control,MC,W1_MC_2,1.6775168,329634.1606,43.8,25,0.22928851286128,7,17256.0106101028
DIM.26.17,2,26.17,4,F,7,F7,16O,control,MC,W1_MC_2,1.6743584,116281.4923,43.8,25,0.22928851286128,7,6087.21699606333
DIM.26.18,2,26.18,4,G,7,G7,16O,control,MC,W1_MC_2,1.6712,45387.29051,43.8,25,0.22928851286128,7,2375.97816069424
DIM.26.19,2,26.19,4,H,7,H7,16O,control,MC,W1_MC_2,1.6668,25620.42033,43.8,25,0.22928851286128,7,1341.20275715676
DIM.26.20,2,26.2,4,A,8,A8,16O,control,MC,W1_MC_2,1.6628,31406.9255,43.8,25,0.22928851286128,7,1644.12037475799
DIM.26.4,2,26.4,4,A,6,A6,16O,control,MC,W1_MC_2,1.7280512,1668.289284,43.8,25,0.22928851286128,7,87.333234920267
DIM.26.6,2,26.6,4,C,6,C6,16O,control,MC,W1_MC_2,1.7206816,2803.960655,43.8,25,0.22928851286128,7,146.784467741208
DIM.26.7,2,26.7,4,D,6,D6,16O,control,MC,W1_MC_2,1.7164704,2628.110292,43.8,25,0.22928851286128,7,137.578881389978
DIM.26.8,2,26.8,4,E,6,E6,16O,control,MC,W1_MC_2,1.7122592,3954.827665,43.8,25,0.22928851286128,7,207.031176696461
DIM.26.9,2,26.9,4,F,6,F6,16O,control,MC,W1_MC_2,1.708048,3532.694368,43.8,25,0.22928851286128,7,184.932931057566
DIM.27.10,1,27.1,4,C,1,C1,16O,control,MC,W1_MC_3,1.7048896,11644.85373,40.5,25,0.224702742604054,7,646.081622309642
DIM.27.11,1,27.11,4,D,1,D1,16O,control,MC,W1_MC_3,1.6996256,42056.74591,40.5,25,0.224702742604054,7,2333.3990496244
DIM.27.12,1,27.12,4,E,1,E1,16O,control,MC,W1_MC_3,1.6954144,249201.1936,40.5,25,0.224702742604054,7,13826.2201634874
DIM.27.13,1,27.13,4,F,1,F1,16O,control,MC,W1_MC_3,1.6901504,1436051.268,40.5,25,0.224702742604054,7,79675.2243060813
DIM.27.14,1,27.14,4,G,1,G1,16O,control,MC,W1_MC_3,1.6859392,1848844.9,40.5,25,0.224702742604054,7,102577.906093708
DIM.27.15,1,27.15,4,H,1,H1,16O,control,MC,W1_MC_3,1.681728,1244245.521,40.5,25,0.224702742604054,7,69033.4274176568
DIM.27.16,1,27.16,4,A,2,A2,16O,control,MC,W1_MC_3,1.6775168,271154.9123,40.5,25,0.224702742604054,7,15044.2598677461
DIM.27.17,1,27.17,4,B,2,B2,16O,control,MC,W1_MC_3,1.6721,125025.477,40.5,25,0.224702742604054,7,6936.68335241483
DIM.27.18,1,27.18,4,C,2,C2,16O,control,MC,W1_MC_3,1.6675,40206.30847,40.5,25,0.224702742604054,7,2230.73278597373
DIM.27.8,1,27.8,4,A,1,A1,16O,control,MC,W1_MC_3,1.713312,2421.553607,40.5,25,0.224702742604054,7,134.353021445837
DIM.27.9,1,27.9,4,B,1,B1,16O,control,MC,W1_MC_3,1.7091008,4123.682439,40.5,25,0.224702742604054,7,228.790803375673
DIM.3.10,2,3.1,4,B,2,B2,16O,control,GL,W1_GL_3,1.7112064,6963.83264,17.6,60,0.250651045647591,7,991.756780074332
DIM.3.11,2,3.11,4,C,2,C2,16O,control,GL,W1_GL_3,1.7069952,13267.19652,17.6,60,0.250651045647591,7,1889.45265940345
DIM.3.12,2,3.12,4,D,2,D2,16O,control,GL,W1_GL_3,1.7017312,33272.38364,17.6,60,0.250651045647591,7,4738.49872190557
DIM.3.13,2,3.13,4,E,2,E2,16O,control,GL,W1_GL_3,1.69752,120744.0929,17.6,60,0.250651045647591,7,17195.8142847471
DIM.3.14,2,3.14,4,F,2,F2,16O,control,GL,W1_GL_3,1.6933088,441437.3126,17.6,60,0.250651045647591,7,62867.456813098
DIM.3.15,2,3.15,4,G,2,G2,16O,control,GL,W1_GL_3,1.6890976,900606.518,17.6,60,0.250651045647591,7,128260.207644168
DIM.3.16,2,3.16,4,H,2,H2,16O,control,GL,W1_GL_3,1.6859392,693638.5026,17.6,60,0.250651045647591,7,98784.7818057496
DIM.3.17,2,3.17,4,A,3,A3,16O,control,GL,W1_GL_3,1.6806752,423301.0321,17.6,60,0.250651045647591,7,60284.5717724827
DIM.3.18,2,3.18,4,B,3,B3,16O,control,GL,W1_GL_3,1.6775168,111978.8629,17.6,60,0.250651045647591,7,15947.5108388143
DIM.3.19,2,3.19,4,C,3,C3,16O,control,GL,W1_GL_3,1.6729,63214.20949,17.6,60,0.250651045647591,7,9002.67483434907
DIM.3.20,2,3.2,4,D,3,D3,16O,control,GL,W1_GL_3,1.6687,26414.52175,17.6,60,0.250651045647591,7,3761.83380506735
DIM.3.4,2,3.4,4,D,1,D1,16O,control,GL,W1_GL_3,1.7364736,3060.303325,17.6,60,0.250651045647591,7,435.834220687528
DIM.3.5,2,3.5,4,E,1,E1,16O,control,GL,W1_GL_3,1.7333152,2744.664654,17.6,60,0.250651045647591,7,390.882423566525
DIM.3.6,2,3.6,4,F,1,F1,16O,control,GL,W1_GL_3,1.7280512,3269.108844,17.6,60,0.250651045647591,7,465.57133527522
DIM.3.7,2,3.7,4,G,1,G1,16O,control,GL,W1_GL_3,1.72384,2995.013785,17.6,60,0.250651045647591,7,426.535986897272
DIM.3.8,2,3.8,4,H,1,H1,16O,control,GL,W1_GL_3,1.718576,2449.254127,17.6,60,0.250651045647591,7,348.811424993879
DIM.3.9,2,3.9,4,A,2,A2,16O,control,GL,W1_GL_3,1.7154176,4365.892451,17.6,60,0.250651045647591,7,621.770175015951
DIM.35.10,1,35.1,4,D,5,D5,16O,C_N,MC,W1_MC_11,1.7112064,2874.921493,38.3,30,0.227759922775538,7,170.963941835878
DIM.35.11,1,35.11,4,E,5,E5,16O,C_N,MC,W1_MC_11,1.708048,4842.042829,38.3,30,0.227759922775538,7,287.943420576733
DIM.35.12,1,35.12,4,F,5,F5,16O,C_N,MC,W1_MC_11,1.7038368,14519.18408,38.3,30,0.227759922775538,7,863.417296298857
DIM.35.13,1,35.13,4,G,5,G5,16O,C_N,MC,W1_MC_11,1.6996256,47153.95674,38.3,30,0.227759922775538,7,2804.12050800613
DIM.35.14,1,35.14,4,H,5,H5,16O,C_N,MC,W1_MC_11,1.6954144,173234.1105,38.3,30,0.227759922775538,7,10301.7722270415
DIM.35.15,1,35.15,4,A,6,A6,16O,C_N,MC,W1_MC_11,1.692256,549164.8475,38.3,30,0.227759922775538,7,32657.374218705
DIM.35.16,1,35.16,4,B,6,B6,16O,C_N,MC,W1_MC_11,1.6880448,1480867.78,38.3,30,0.227759922775538,7,88063.2718573322
DIM.35.17,1,35.17,4,C,6,C6,16O,C_N,MC,W1_MC_11,1.6838336,2507224.058,38.3,30,0.227759922775538,7,149097.952436306
DIM.35.18,1,35.18,4,D,6,D6,16O,C_N,MC,W1_MC_11,1.6796224,1867089.959,38.3,30,0.227759922775538,7,111030.878557917
DIM.35.19,1,35.19,4,E,6,E6,16O,C_N,MC,W1_MC_11,1.6743584,473026.4359,38.3,30,0.227759922775538,7,28129.6251987916
DIM.35.20,1,35.2,4,F,6,F6,16O,C_N,MC,W1_MC_11,1.6716,221856.1852,38.3,30,0.227759922775538,7,13193.1978089889
DIM.35.21,1,35.21,4,G,6,G6,16O,C_N,MC,W1_MC_11,1.6676,39079.09732,38.3,30,0.227759922775538,7,2323.93007512818
DIM.35.22,1,35.22,4,H,6,H6,16O,C_N,MC,W1_MC_11,1.6636,12372.36014,38.3,30,0.227759922775538,7,735.751381210847
DIM.35.4,1,35.4,4,F,4,F4,16O,C_N,MC,W1_MC_11,1.7354208,1668.144909,38.3,30,0.227759922775538,7,99.2001450789157
DIM.35.5,1,35.5,4,G,4,G4,16O,C_N,MC,W1_MC_11,1.7301568,1863.508709,38.3,30,0.227759922775538,7,110.817911136653
DIM.35.6,1,35.6,4,H,4,H4,16O,C_N,MC,W1_MC_11,1.7259456,1930.965112,38.3,30,0.227759922775538,7,114.829364175295
DIM.35.7,1,35.7,4,A,5,A5,16O,C_N,MC,W1_MC_11,1.7217344,1863.272242,38.3,30,0.227759922775538,7,110.803849072513
DIM.35.8,1,35.8,4,B,5,B5,16O,C_N,MC,W1_MC_11,1.7175232,2453.112625,38.3,30,0.227759922775538,7,145.880089302793
DIM.42.10,2,42.1,4,H,8,H8,18O,control,MC,W1_MC_21,1.7059424,19314.10674,34.6,30,0.22928851286128,7,1279.91410741579
DIM.42.12,2,42.12,4,B,9,B9,18O,control,MC,W1_MC_21,1.69752,200598.3953,34.6,30,0.22928851286128,7,13293.3259366174
DIM.42.13,2,42.13,4,C,9,C9,18O,control,MC,W1_MC_21,1.6933088,416079.9075,34.6,30,0.22928851286128,7,27572.9315670907
DIM.42.14,2,42.14,4,D,9,D9,18O,control,MC,W1_MC_21,1.6890976,999151.1274,34.6,30,0.22928851286128,7,66212.1029263634
DIM.42.15,2,42.15,4,E,9,E9,18O,control,MC,W1_MC_21,1.6848864,1757378.792,34.6,30,0.22928851286128,7,116458.60397446
DIM.42.16,2,42.16,4,F,9,F9,18O,control,MC,W1_MC_21,1.6806752,955057.2331,34.6,30,0.22928851286128,7,63290.07302743
DIM.42.17,2,42.17,4,G,9,G9,18O,control,MC,W1_MC_21,1.6754112,332033.8848,34.6,30,0.22928851286128,7,22003.3397876721
DIM.42.18,2,42.18,4,H,9,H9,18O,control,MC,W1_MC_21,1.6701472,66359.18202,34.6,30,0.22928851286128,7,4397.51391909156
DIM.42.19,2,42.19,4,A,10,A10,18O,control,MC,W1_MC_21,1.6658,50760.5845,34.6,30,0.22928851286128,7,3363.82050057062
DIM.42.4,2,42.4,4,B,8,B8,18O,control,MC,W1_MC_21,1.734368,1525.92015,34.6,30,0.22928851286128,7,101.120220213457
DIM.42.5,2,42.5,4,C,8,C8,18O,control,MC,W1_MC_21,1.729104,1577.03868,34.6,30,0.22928851286128,7,104.507761173964
DIM.42.6,2,42.6,4,D,8,D8,18O,control,MC,W1_MC_21,1.7248928,1602.245936,34.6,30,0.22928851286128,7,106.178204596379
DIM.42.7,2,42.7,4,E,8,E8,18O,control,MC,W1_MC_21,1.7196288,3060.399133,34.6,30,0.22928851286128,7,202.807620221827
DIM.42.8,2,42.8,4,F,8,F8,18O,control,MC,W1_MC_21,1.7154176,6163.452185,34.6,30,0.22928851286128,7,408.441845546317
DIM.42.9,2,42.9,4,G,8,G8,18O,control,MC,W1_MC_21,1.7101536,7278.899252,34.6,30,0.22928851286128,7,482.360689236463
DIM.82.10,1,82.1,4,B,12,B12,16O,C_N,PP,W1_PP_10,1.7048896,6905.913589,18.4,55,0.252030145469416,7,945.923046975482
DIM.82.11,1,82.11,4,C,12,C12,16O,C_N,PP,W1_PP_10,1.7006784,27087.51036,18.4,55,0.252030145469416,7,3710.254987193
DIM.82.12,1,82.12,4,D,12,D12,16O,C_N,PP,W1_PP_10,1.6954144,125566.0981,18.4,55,0.252030145469416,7,17199.1532446576
DIM.82.13,1,82.13,4,E,12,E12,16O,C_N,PP,W1_PP_10,1.6901504,519835.3555,18.4,55,0.252030145469416,7,71203.3588406579
DIM.82.14,1,82.14,4,F,12,F12,16O,C_N,PP,W1_PP_10,1.6859392,784324.8754,18.4,55,0.252030145469416,7,107431.256762143
DIM.82.15,1,82.15,4,G,12,G12,16O,C_N,PP,W1_PP_10,1.6806752,843089.2216,18.4,55,0.252030145469416,7,115480.379980187
DIM.82.16,1,82.16,4,H,12,H12,16O,C_N,PP,W1_PP_10,1.6775168,260317.5329,18.4,55,0.252030145469416,7,35656.4487418622
DIM.82.17,2,82.17,4,A,1,A1,16O,C_N,PP,W1_PP_10,1.6733056,91523.30657,18.4,55,0.252030145469416,7,12536.2131894995
DIM.82.18,2,82.18,4,B,1,B1,16O,C_N,PP,W1_PP_10,1.6649,92915.04673,18.4,55,0.252030145469416,7,12726.8438824236
DIM.82.19,2,82.19,4,C,1,C1,16O,C_N,PP,W1_PP_10,1.6605,103226.1767,18.4,55,0.252030145469416,7,14139.1893097569
DIM.82.3,1,82.3,4,C,11,C11,16O,C_N,PP,W1_PP_10,1.734368,1263.417047,18.4,55,0.252030145469416,7,173.053903339103
DIM.82.6,1,82.6,4,F,11,F11,16O,C_N,PP,W1_PP_10,1.7227872,1713.843111,18.4,55,0.252030145469416,7,234.750069878851
DIM.82.7,1,82.7,4,G,11,G11,16O,C_N,PP,W1_PP_10,1.7175232,1691.125497,18.4,55,0.252030145469416,7,231.638372291276
DIM.82.8,1,82.8,4,H,11,H11,16O,C_N,PP,W1_PP_10,1.713312,2251.629936,18.4,55,0.252030145469416,7,308.412293648572
DIM.82.9,1,82.9,4,A,12,A12,16O,C_N,PP,W1_PP_10,1.7091008,3416.959069,18.4,55,0.252030145469416,7,468.030810447343
DIM.1.10,2,1.1,5,E,11,E11,16O,control,GL,W1_GL_1,1.7017312,11661.75425,20.78,50,0.244090380694399,7,1369.83736017662
DIM.1.11,2,1.11,5,F,11,F11,16O,control,GL,W1_GL_1,1.6964672,46806.72942,20.78,50,0.244090380694399,7,5498.10991491219
DIM.1.12,2,1.12,5,G,11,G11,16O,control,GL,W1_GL_1,1.6933088,174281.8413,20.78,50,0.244090380694399,7,20471.8580322608
DIM.1.13,2,1.13,5,H,11,H11,16O,control,GL,W1_GL_1,1.6880448,464509.2261,20.78,50,0.244090380694399,7,54563.1539147304
DIM.1.14,2,1.14,5,A,12,A12,16O,control,GL,W1_GL_1,1.6827808,665683.2284,20.78,50,0.244090380694399,7,78193.8751886586
DIM.1.15,2,1.15,5,B,12,B12,16O,control,GL,W1_GL_1,1.6796224,297368.5231,20.78,50,0.244090380694399,7,34930.1232001974
DIM.1.16,2,1.16,5,C,12,C12,16O,control,GL,W1_GL_1,1.6743584,58137.20981,20.78,50,0.244090380694399,7,6829.03449231619
DIM.1.17,2,1.17,5,D,12,D12,16O,control,GL,W1_GL_1,1.6690944,31601.78384,20.78,50,0.244090380694399,7,3712.07480660621
DIM.1.18,2,1.18,5,E,12,E12,16O,control,GL,W1_GL_1,1.6628,16270.02823,20.78,50,0.244090380694399,7,1911.14407342123
DIM.1.4,2,1.4,5,G,10,G10,16O,control,GL,W1_GL_1,1.7333152,1912.120719,20.78,50,0.244090380694399,7,224.605521768218
